text,label,label_name,clean_text
"I nees help! Im doing a scince project on which bearings go faster and I need some examples.? My mom says I need to find an example of my project,and there isnt one.My science teacher said it was an awsome idea and that I should stick to it.Im comfused.Someone please help me.",3,Education & Reference,nees help scince project bearings faster need examples mom says need find example projectand isnt onemy science teacher said awsome idea stick itim comfusedsomeone please help
What state today use to be called Franklin - it is one of the 48.? ,3,Education & Reference,state today use called franklin one
"What's the difference between pink, blue and green scheme in Montessori Language? ",3,Education & Reference,whats difference pink blue green scheme montessori language
"""AM"" is not a valid integer? ",4,Computers & Internet,valid integer
"I want tostart my own clothing label, where can i get info. on that? ",6,Business & Finance,want tostart clothing label get info
a question 4 u!!? what is a pet peeve??,7,Entertainment & Music,question pet peeve
"does anyone know who does that song that starts,""i said halleluja, to the."" &""tell me whats makin ya bleed"" i thought it was fat boy slim, but its not, it is techno though.",7,Entertainment & Music,anyone know song startsi said halleluja tell whats makin bleed thought fat boy slim techno though
"real estate investing? I am 26 years old single mom.  I have some friends that are real estate investors.  I have been reading all kinds of books, fave on being ""The Weekend Millionaire's secrets tio investing in real estate.  I just haven't rally found out how to get started It tells you everything after that point. I really want to have rental properties to have a nice dash flow in the future I am a stylist and I have no other means of retirement.  I would appreciate any answers you'll have for me.  Also what can you tell me about investing in stocks?",6,Business & Finance,real estate investing years old single mom friends real estate investors reading kinds books fave weekend millionaires secrets tio investing real estate havent rally found get started tells everything point really want rental properties nice dash flow future stylist means retirement would appreciate answers youll also tell investing stocks
"Why do people say Israel stole the land they live on, when Moses led them out of Egypt? That was their promised land, right?  And being a Christain that will be my home some day.",9,Politics & Government,people say israel stole land live moses led egypt promised land right christain home day
How can I stay focused on eating well and not cheat everyday!  I have a really bad sugar addiction.? ,2,Health,stay focused eating well cheat everyday really bad sugar addiction
give small c programs used regurally? ,3,Education & Reference,give small programs used regurally
"Uma Thurman - do you think she is ugly?? Watched a film the other night with her, and for sure, she is downright ugly??  What do you think?",7,Entertainment & Music,uma thurman think ugly watched film night sure downright ugly think
"If your boss rejected your idea and submitted his own idea but the client rejected it, will you negotiate your idea as an individual business person? I'm planning to do this since my boss said my idea is nonsense and he doesn't want to talk about it anymore. His client is now interested and waiting for me to present my ideas. I will be paid for this and my boss has nothing to do with it. Everything will just between me and the client. This is for billboard concept so there is a possibility for my boss to learn about it once he saw my idea in billboards and banners.",6,Business & Finance,boss rejected idea submitted idea client rejected negotiate idea individual business person planning since boss said idea nonsense doesnt want talk anymore client interested waiting present ideas paid boss nothing everything client billboard concept possibility boss learn saw idea billboards banners
"has anyone tried metabolife complete and does it work? has anyone had any luck using metabolife? I just got the metabolife complete yesterday, I""m just really trying to control my appetite. I tried relicore and smartburn and they did nothing",2,Health,anyone tried metabolife complete work anyone luck using metabolife got metabolife complete yesterday really trying control appetite tried relicore smartburn nothing
"Barry Bonds, Rafael Palmiero or Jose Canseco: Who sucks more? ",5,Sports,barry bonds rafael palmiero jose canseco sucks
"saudi arabian banks are how get profit without charge interest to its customer ? islam coustries bank never charge interest and give interest to its costumer, how they get profit. \nin bahrain (gulf country)",6,Business & Finance,saudi arabian banks get profit without charge interest customer islam coustries bank never charge interest give interest costumer get profit nin bahrain gulf country
i need a copy of my Ged from new york state where do i go? took my Ged in 73-74 need a copy for my job,3,Education & Reference,need copy ged new york state took ged need copy job
"The balance of power has switched? Looks like the balance in the House has switch but the Republicans still have control of the Senate. Currently the situation in 49 for the Republicans and 47 for the Dems. Even if the Dems do take those two states, the Senate will be stuck in a dead even tie. The two independents could carry the Senate either way. But, for now Republicans still have its power structure, with the presidency and the Senate.",9,Politics & Government,balance power switched looks like balance house switch republicans still control senate currently situation republicans dems even dems take two states senate stuck dead even tie two independents could carry senate either way republicans still power structure presidency senate
"What do you think? ""Poseidon"" or ""Titanic""? The movie remake of “The Poseidon Adventure”(1972) which has been re-named “Poseidon” opens this weekend. I plan on going to see it, as I really enjoyed the original. For those who may have never seen the original,  “Poseidon” is about a massive tsunami wave that broadsides a luxury cruise ship called Poseidon, rolling it completely over and turning it up side down in the North Atlantic. My question is (And I am applying the “What if” factor here) suppose that a tsunami were to “in real life” hit and rollover a luxury cruise ship, do you think that a catastrophe like this could easily surpass the sinking of the Titanic, to become the worst Maritime accident in history?",7,Entertainment & Music,think poseidon titanic movie remake poseidon adventure renamed poseidon opens weekend plan going see really enjoyed original may never seen original poseidon massive tsunami wave broadsides luxury cruise ship called poseidon rolling completely turning side north atlantic question applying factor suppose tsunami real life hit rollover luxury cruise ship think catastrophe like could easily surpass sinking titanic become worst maritime accident history
what is basic education? ,3,Education & Reference,basic education
looking for a job in arc or stick welding? ,6,Business & Finance,looking job arc stick welding
I need help when was the government removing the half aboriginal children from their families? Half aboriginal children were removed from their families and since they were just taken they were called the stolen generation...but when was it,0,Society & Culture,need help government removing half aboriginal children families half aboriginal children removed families since taken called stolen generationbut
"depression, anxiety, how can i beat it? It runs my life and seems to get worse year after year.I'v pushed away all my friends and its very hard to leave my house, little things i use to do seem impossible.I'm not rich and cant afford alot but if i dont beat this it WILL beat me, and if any one knows a way to help me please let me know. thanks..",2,Health,depression anxiety beat runs life seems get worse year yeariv pushed away friends hard leave house little things use seem impossibleim rich cant afford alot dont beat beat one knows way help please let know thanks
Are there any normal people left who just want to be friends? ,8,Family & Relationships,normal people left want friends
Can you remove the iron sights off of the new Marlin 444 SS? ,5,Sports,remove iron sights new marlin
What is Democracy and what countries practice it? ,9,Politics & Government,democracy countries practice
"make ur all ALL-TIME baseball team!? MAke a lineup of the greatest baseball players ever 1-9.with positions and yes they have to be the correct position. You can use a DH for the pitcher spot. and select 2 starting pitchers, 1 relieve pitcher, and the manager",5,Sports,make alltime baseball team make lineup greatest baseball players ever positions yes correct position use pitcher spot select starting pitchers relieve pitcher manager
what are the function of the sheep  pen? ,1,Science & Mathematics,function sheep pen
Any Tai Chi places in Arlington TX? I hear Tai Chi is good for diabetes and high blood pressure so for Christmas I want to get my mom into Tai Chi . Does anyone know of any places in Arlington TX (other than Authentic Internal Kung Fu and the Rec Centers) that teaches it?\n\nThanks,5,Sports,tai chi places arlington hear tai chi good diabetes high blood pressure christmas want get mom tai chi anyone know places arlington authentic internal kung rec centers teaches itnnthanks
"put into order you favorite from 1 to 10? AC/DC, FLEETWOOD MAC, JANIS JOPLIN, KISS, HOLLIES, BRIAN ADDAMS, VAN HALEN, JOHNNY COUGER, JIMMY BARNES, BIG BOPPER.",7,Entertainment & Music,put order favorite acdc fleetwood mac janis joplin kiss hollies brian addams van halen johnny couger jimmy barnes big bopper
What is drug Procrit used for? ,2,Health,drug procrit used
what is a mif? ,8,Family & Relationships,mif
Question about my divorce decree? We split everything 50 50 but I forgot about a 6000 dollar loan that was automatically taken out of my check for her windows in her house.Is it worth it to go back to court and try to get half from her.Thanks,9,Politics & Government,question divorce decree split everything forgot dollar loan automatically taken check windows houseis worth back court try get half herthanks
me and my boyfriend are havin trouble what should i do? he doesn't want to call me anymore and hes getttinreli mad easily at me? what should i do?,8,Family & Relationships,boyfriend havin trouble doesnt want call anymore hes getttinreli mad easily
What was the population of Jerusalem in 30AD? ,0,Society & Culture,population jerusalem
How long does it take for a priority air mail (small) package to reach Texas from Germany after shipped? ,6,Business & Finance,long take priority air mail small package reach texas germany shipped
"""How do we all feel about our world today?""? I feel that we are haven our rights taken away from us!  Bush has a war that has been going on for years and nothing is coming of it....He is sitting here gathering all the money he can from the barrels of oil he owns and letting the price of gas to keep going up...Why we are working are butts off to take care of our familys to keep a roof over our heads! when he is taken all of are money we are working for and putting it right into his pocket? \n I feel that he put our life in a hole and he don't even know how he can help us...Only by becoming are president and finishing the war that his daddy started! He has become the devil that the bible has been telling us to watch out for!!!\n  We need Hillary to become the first women president and fix our state! \n""We all know that it wasn't Bill that ran our country, it was all Hillary""!!!",9,Politics & Government,feel world today feel rights taken away bush war going years nothing coming ithe sitting gathering money barrels oil owns letting price gas keep going upwhy working butts take care familys keep roof heads taken money working putting right pocket feel put life hole dont even know help usonly becoming president finishing war daddy started become devil bible telling watch forn need hillary become first women president fix state nwe know wasnt bill ran country hillary
How do you convert from decimal to hex? ,1,Science & Mathematics,convert decimal hex
"THANKS TO ALL WHO HELPED.But My Simple question is ""IS THERE ANY OTHER WAY OF SOLVING THE PROBLEM THAN ... Is there any other way of solving my problem than going to a doctor?\nAre there any such excercises?\nPlease help!",2,Health,thanks helpedbut simple question way solving problem way solving problem going doctornare excercisesnplease help
Is there a program that can keep others from knowing the address of my personal PC? ,4,Computers & Internet,program keep others knowing address personal
"Management Software For A Multi-Branch Shop ? Hi All\n\nI want a software that manages all my operations ""sells - buys - debts - commissions - etc ...."" in 3 branches for this shop\n\nalso i want to connect or to link them through the internet as they r too far from each other\n\nalso i need an option which allows - only me - to log into any other branch while i'm in another place to check about how the work is running there\n\n\nIs it impossible to find it ?!\n\n\nhelp plz\n\nthanx in advance\n\n\n\nRegards.",4,Computers & Internet,management software multibranch shop allnni want software manages operations sells buys debts commissions etc branches shopnnalso want connect link internet far othernnalso need option allows log branch another place check work running therennnis impossible find nnnhelp plznnthanx advancennnnregards
"more about dimensions, lets expand? All this talk of do you believe in other dimensions is silly, where do you think all the socks go, their shape is the most conjusive shape to interdimensional travel and so they travel a whole lot, not merely staying in another dimension but moving through lots in their lifetime, which is infinite. \n\nI wonder if a sockwas big enough could it become pan dimensional like the mice in Hitch Hiker, ie if it filled one or more dimensions up could it live in more than one. If so maybe we already live in several dimensions, maybe every atom in our body is a seperate dimension and live entirely acording to its own path, and all our atoms are changing dimensions every moment, oops me legs gone again, no there it is, ho ho",1,Science & Mathematics,dimensions lets expand talk believe dimensions silly think socks shape conjusive shape interdimensional travel travel whole lot merely staying another dimension moving lots lifetime infinite nni wonder sockwas big enough could become pan dimensional like mice hitch hiker filled one dimensions could live one maybe already live several dimensions maybe every atom body seperate dimension live entirely acording path atoms changing dimensions every moment oops legs gone
tell me abt GPRS connect card. which is cheap and working good at 56 kbps i want to use GPRS on my LAPTOP? i searched it on the Google. but could not find any one which fulfils my need. plz tell me any GPRS connect card or Modem which is cheap and Online available. Thanks,4,Computers & Internet,tell abt gprs connect card cheap working good kbps want use gprs laptop searched google could find one fulfils need plz tell gprs connect card modem cheap online available thanks
HomewOrk help!? 1. What is Biotechnology?\n\n2. Give the importance of biotechnology to man and society..,3,Education & Reference,homework help biotechnologynn give importance biotechnology man society
"Is the white man obsolete when it comes to sports? Now I asked this question yesterday and someone got offended and had it removed. Now we are all grown and should be able to handle a topic like this... Some people said its not the about the color of the skin or stop trying to make it a race issue. I say stop beating around the bush and look at the facts.. But b4 I start, I am not a racist , I just call how ""I"" see it and I wanna know how ya'll see it ... So this is what ""I"" see ...(1) Baseball... at most skilled positions except for 3rd base and pitcher , its mostly foreigners and african-americans (2) Basketball.... Really do I even need to go there, the days of Pistol Pete , Bird and Stockton are over for the most part, but there are some ""bad white boys"" out there like Nash and Hinrich.. (3) Football.... Besides QB, P and the K position oh and the Offensive linemen, ya'll give a position where its mostly white? (4)Hockey.. Thats still mostly white (5)Nascar... Thats mostly white as well. So is the wht man obsolete in some sports?",0,Society & Culture,white man obsolete comes sports asked question yesterday someone got offended removed grown able handle topic like people said color skin stop trying make race issue say stop beating around bush look facts start racist call see wan know yall see see baseball skilled positions except base pitcher mostly foreigners africanamericans basketball really even need days pistol pete bird stockton part bad white boys like nash hinrich football besides position offensive linemen yall give position mostly white hockey thats still mostly white nascar thats mostly white well wht man obsolete sports
Who agrees that we are all created equally.? ,0,Society & Culture,agrees created equally
How do I transfer to a new host easily? I need to transfer a website from 1planhost service to 1and1 since 1planhost has been giving me some really bad issues. 1and1 asks me for an authorization code which I've tried to get from 1planhost via email but they never give me an answer. I would like to know what I can do about this. Also I need all the email accounts to be transferred without having to wait too long since important emails come in everyday. Thanks in advance.,4,Computers & Internet,transfer new host easily need transfer website planhost service since planhost giving really bad issues asks authorization code ive tried get planhost via email never give answer would like know also need email accounts transferred without wait long since important emails come everyday thanks advance
What reason is there not to have the minimum wage raised? ,6,Business & Finance,reason minimum wage raised
How much were referees paid in expenses during the 1962 World Cup in Chile ? ,5,Sports,much referees paid expenses world cup chile
"My family and I want  to leave Romania,should we? ",9,Politics & Government,family want leave romaniashould
"every time i try to download AIM but this ""administraiter rights"" thing comes up. What should I do? ",4,Computers & Internet,every time try download aim administraiter rights thing comes
im 19 and looking for my first house? how do i find the right house for me,6,Business & Finance,looking first house find right house
What is the authenticity of reports and fotos showing Tomb of Prophet (PBUP) cemented high & covered in green? I happen to see a color foto as well as a video footage of an old Arabic Newspaper used to issue in Saudi Arabia showing supposedly Prophet Mohamed's (PBUP) tomb which appears built above one's waist high and covered in green cloth.  Those who propagate this use this as a proof to encourage Tomb worshipping as a medium in thier prayer to Allah Almighty.  Kindly acknowledge its authoticity. Jazakumullah Khair!,0,Society & Culture,authenticity reports fotos showing tomb prophet pbup cemented high covered green happen see color foto well video footage old arabic newspaper used issue saudi arabia showing supposedly prophet mohameds pbup tomb appears built ones waist high covered green cloth propagate use proof encourage tomb worshipping medium thier prayer allah almighty kindly acknowledge authoticity jazakumullah khair
Lupus info? Does any one have any info on lupus.  The doc. told my mom she may have it.,2,Health,lupus info one info lupus doc told mom may
"Math Question, URGENT PLEASE!? You see a firefighter aim a fire hose from 4 feet above the ground at a window 26 feet above the ground. The equation h=.01d^2+1.06d+4 models the path of the water when h equals height in feet. Estimate, to the nearest whole number, the possible horizontal distances (d) in feet, between the firefighter and the building.\n\nI know this is a really complicated problem, but I need your help. If you could show work it would be much appreciated!",7,Entertainment & Music,math question urgent please see firefighter aim fire hose feet ground window feet ground equation hdd models path water equals height feet estimate nearest whole number possible horizontal distances feet firefighter buildingnni know really complicated problem need help could show work would much appreciated
What are some good causes and effects to write about for an English essay? ,3,Education & Reference,good causes effects write english essay
Help! I missed American Idol tonight. What did Chris sing? Who was best? ,7,Entertainment & Music,help missed american idol tonight chris sing best
my computer is slow and shuts down by itself. do i have a virus?i have windows xp. do i run system recovery dv ,4,Computers & Internet,computer slow shuts virusi windows run system recovery
ecom modem? how i can install or find manual for Ecom adsl modem,4,Computers & Internet,ecom modem install find manual ecom adsl modem
"where are those little flying bugs coming from? They are in my office occasionally although I don't have any windows that open and my door is no where near the door to outside. Furthermore, why do they like to keep flying around my face?",6,Business & Finance,little flying bugs coming office occasionally although dont windows open door near door outside furthermore like keep flying around face
matt dourghty/basketball coach where is he now? ,5,Sports,matt dourghtybasketball coach
"If Jesus was God....? If Jesus was God, why did he tell the man who called him ""good master"" not to call him ""good"" because accordingly, there is none good but his God in Heaven alone?",0,Society & Culture,jesus god jesus god tell man called good master call good accordingly none good god heaven alone
Im feeling depresed and dont know why? ,6,Business & Finance,feeling depresed dont know
why people lie even to the person they really love? ,8,Family & Relationships,people lie even person really love
"Dear Sir/Madam, Our Compay is established 2004. Till date we dint deduct proffesional Tax from any employee fo Dear Sir/Madam, Our Compay is established 2004. Till date we dint deduct proffesional Tax from any employee for submit the same. Our company is also not registred under proffessional Tax. Just wanted to know what is the procedure to register under this and if there is any penalty for payment the previous dues(both firm and employee tax). Or we can register as a new firm ? Kindly revert as soon as possible",6,Business & Finance,dear sirmadam compay established till date dint deduct proffesional tax employee dear sirmadam compay established till date dint deduct proffesional tax employee submit company also registred proffessional tax wanted know procedure register penalty payment previous duesboth firm employee tax register new firm kindly revert soon possible
For the Citizens of the United States of America - I have two coins in my hand. They equal 40c.? Which coalition of the willing country am I in and what are my coins? Which freedom loving animal is on the coins? \nDon't worry. They're nice animals. Although they do have a poisonous bit.,3,Education & Reference,citizens united states america two coins hand equal coalition willing country coins freedom loving animal coins ndont worry theyre nice animals although poisonous bit
"I hung out with the same girl for awhile, I think she gave me fleas, what can I do?? ",8,Family & Relationships,hung girl awhile think gave fleas
How would I describe a restaurant server position in a resume? ,3,Education & Reference,would describe restaurant server position resume
does the sahpe of your cranium something to do with your intelligence? ,1,Science & Mathematics,sahpe cranium something intelligence
What was the significance of Tom Cruise Carrying their baby? ,7,Entertainment & Music,significance tom cruise carrying baby
"Why is my address 12867 Oak St. instead of 6 Oak St.? There are only 10 houses on my street, not 12 thousand.? If I'm the first house, can't I be1 Oak Street?  Why do the numbers go so high and seem so unrelated to the number of houses on the street?  And why am I 12867 but my next door neighbor is 12871?  Where did 12869 go?  What is the Post Office thinking?",9,Politics & Government,address oak instead oak houses street thousand first house cant oak street numbers high seem unrelated number houses street next door neighbor post office thinking
"how do i tell 1 of my best friends that i'm goin out wit someone she doesn't want me to date? it waz a blind date that my friends put together with me and a friend they knew and we hooked up and i'm happy with him abd she's been saying that i need to find a ""man"" for me but she wants me to go out with a different guy but once again i'm happy with the guy i'm goin out with. i've told her i waz meeting him but i haven't told her that we're goin out. she doesn't think i should go out with him.",8,Family & Relationships,tell best friends goin wit someone doesnt want date waz blind date friends put together friend knew hooked happy abd shes saying need find man wants different guy happy guy goin ive told waz meeting havent told goin doesnt think
how do i get loan with bad credit? ,6,Business & Finance,get loan bad credit
I recently had a baby and I am breastfeeding. I weigh 211 lbs. and  exercise 4 X a week..how many calories? How many calories do I need a day to lose weight the correct way?,2,Health,recently baby breastfeeding weigh lbs exercise weekhow many calories many calories need day lose weight correct way
"What exactly do you kids consider a ""Senior Citizen""? I'm 65, active and on the net.  I keep seeing things about getting seniors on here, and since my generation is the one that created the internet, I wonder who you're talking about.",0,Society & Culture,exactly kids consider senior citizen active net keep seeing things getting seniors since generation one created internet wonder youre talking
my boyfriend asked me to marry him and iam only 15 although i love him alot iam not sure about what to say.? i love him alot but i just dont no what i should tell him? i want to say yes but i wont to say wait a few years but iam afraid of his reaction plus iam pregneat.,8,Family & Relationships,boyfriend asked marry iam although love alot iam sure say love alot dont tell want say yes wont say wait years iam afraid reaction plus iam pregneat
how is the government doing against the war on crime based on jrotc training? its for my essay and its due today!!! help,3,Education & Reference,government war crime based jrotc training essay due today help
women!!! what is the physical part of a man body u like to see most??? face...c**k...chest..a*s or else...? ,8,Family & Relationships,women physical part man body like see faceckchestas else
can a person with ADHD be able to get drafted? I was wondering...\n\nplease be serious.,9,Politics & Government,person adhd able get drafted wonderingnnplease serious
What is the best deal in Flash software? I'm looking for some Flash software that has enough features without costing an arm and a leg. Any ideas? Please list the capabilities of the program and price with link. Thanks!,4,Computers & Internet,best deal flash software looking flash software enough features without costing arm leg ideas please list capabilities program price link thanks
define anecdote? ,3,Education & Reference,define anecdote
When will casinos come to texas? ,7,Entertainment & Music,casinos come texas
what is clinical depression? ,2,Health,clinical depression
"Help me with this Precalculus problem? find the 6th term in the sequence...\n-3 + sqroot of 2, 0, 3- sqroot of 2",1,Science & Mathematics,help precalculus problem find term sequencen sqroot sqroot
"Schillings and fruit...show all work to be voted best answer? Herr Vitami buys 3 kinds of fruit for 40 schillings, 10 schillings, and 1 schilling each.  He pays 259 schillings for 100 pieces of fruit. How many of the cheapest kind of fruit did he buy?",1,Science & Mathematics,schillings fruitshow work voted best answer herr vitami buys kinds fruit schillings schillings schilling pays schillings pieces fruit many cheapest kind fruit buy
"Are these good skis, there swallows and i have never herd of them before.? http://cgi.ebay.com/NEW-SWALLOW-SC3-Twin-Tip-160cm-SKIS-TYROLIA-BINDINGS_W0QQitemZ200045725524QQihZ010QQcategoryZ16062QQrdZ1QQcmdZViewItem?hash=item200045725524\nIs this also a good price?",5,Sports,good skis swallows never herd also good price
"What question should I ask, today? ",6,Business & Finance,question ask today
"how and why software’s should be created in a more personal environment? This would concentrate on the second computing paradigm, which is personal computing in Malaysia. For the past decade, ICT in Malaysia has shown consistent growth. The increase of computer literates has increased dramatically. Even the Malaysian government is trying their utmost best to promote ICT.",3,Education & Reference,softwares created personal environment would concentrate second computing paradigm personal computing malaysia past decade ict malaysia shown consistent growth increase computer literates increased dramatically even malaysian government trying utmost best promote ict
What are the west indies? I want to know what countries are a part of the West Indies as well as what the common bond is between those countries. Was a treaty signed? Is it some sort of coalittion>,9,Politics & Government,west indies want know countries part west indies well common bond countries treaty signed sort coalittion
What makes a person feel sleepy all the time even thow they had a good nights sleep? ,2,Health,makes person feel sleepy time even thow good nights sleep
"Why does the name at the top of my site say blank? I have published my site for the first time tonight and at the top of the pahe (left hand corner) instead of the name of my site it says ""Blank"".",4,Computers & Internet,name top site say blank published site first time tonight top pahe left hand corner instead name site says blank
What percent of the US is occupied by cars and trucks? I am writing a training module on Fermi Problems.  I would ultimately like to have a reasonably good answer for this question.,1,Science & Mathematics,percent occupied cars trucks writing training module fermi problems would ultimately like reasonably good answer question
What was McCarthyism? ,3,Education & Reference,mccarthyism
"Girls do you find older,more experienced men a turn on and if so........................? how many years in the differanc is acceptable??...P.S. how old are you???",8,Family & Relationships,girls find oldermore experienced men turn many years differanc acceptableps old
if a salmon is a spawner how many days that it have to live? ,6,Business & Finance,salmon spawner many days live
Is there any good kung-fu institute in Bangalore city? Is there any good kung-fu school in Bangalore city?\ni m searching for a good one . please help me !\n\nthank you,5,Sports,good kungfu institute bangalore city good kungfu school bangalore cityni searching good one please help nnthank
"sum1 plz help!! read on 4 more information... This needs 2 b answered ASAP!!? k me an this guy r n love. I kno im gunna marry him an grow old w/ him. But he called another girl an said he stil cared 4 her. She saved the voisemail an I heard it. But I called him an he apoligized an said I was his baby girl an he did sumthin stupid. Should I believe him. I mean I love everythin bout him. His smile, kiss, hug, laugh, ect. win he kisses me he jus holds me tight an I melt n his arms. Rite now we're broke up but stil 2gether. I told him he had 2 prove 2 me ovr these nxt few months he loved me... Good move or bad?....?... please help. Im miserable an ben cryin so much I had 2 put ice on my eyes they were so swollen. Please help...",8,Family & Relationships,sum plz help read information needs answered asap guy love kno gunna marry grow old called another girl said stil cared saved voisemail heard called apoligized said baby girl sumthin stupid believe mean love everythin bout smile kiss hug laugh ect win kisses jus holds tight melt arms rite broke stil gether told prove ovr nxt months loved good move bad please help miserable ben cryin much put ice eyes swollen please help
Why are fiscal conservatives dumping all their massive spending bills on the new democratic majority? ,9,Politics & Government,fiscal conservatives dumping massive spending bills new democratic majority
What should I do? THERE IS A BOII THAT I REALLY LIKE AND MY MOM HATES HIM. I AM NEVER EVER GONNA LEAVE HIM BUT THE ONLY TIME HE EVER REALLY EXPRESSES HIMSELF IS OUTSIDE OF SCHOOL AT HIS HOUSE AND I AM NOT EVER ALLOWED OVER THERE!!! I HAVE TO SEE HIM!!! ALOT OF MY FRIENDS LIVE BY HIS HOUSE...PLEASE HELP ME FIND A WAY TO GET TO SEE HIM!!!,8,Family & Relationships,boii really like mom hates never ever gon leave time ever really expresses outside school house ever allowed see alot friends live houseplease help find way get see
is there any statement that u agree with ur government? if yes..which 1?or 2 ..,9,Politics & Government,statement agree government yeswhich
Is Chelsea Clinton still dating Ian Klaus? ,9,Politics & Government,chelsea clinton still dating ian klaus
Is it safe to carry around my 3 1/2 year old toddler while pregnant? ,2,Health,safe carry around year old toddler pregnant
"why do I just wanna yell at somebody, pick up a fight, or cry?!!!? I got up this morning and I'm in the worst mood. I already got in a stupid fight with 2 of my friends. I called my ex-boyfriend and totally gave him attitude over the phone. I really missed him but I didn't wanna show it. I just wanna cry.",2,Health,wan yell somebody pick fight cry got morning worst mood already got stupid fight friends called exboyfriend totally gave attitude phone really missed didnt wan show wan cry
does anyone have any experience of religious cults. do you think they are good or bad? ,0,Society & Culture,anyone experience religious cults think good bad
"What book is this promoting? Taken from the website:\n\nWould you like to help promote [name of book] and the new website? There are website banners here, but for those who REALLY want to get out and hit the streets, we have created a flyer for you to print and hand out! It fits four to a page, so they are small enough to keep in your back pocket or stack at your local coffee shop or school event desk. Hand them out outside your local school or church! If you have any questions or suggestions about the flyer, email me (Josh) at [email address]",0,Society & Culture,book promoting taken websitennwould like help promote name book new website website banners really want get hit streets created flyer print hand fits four page small enough keep back pocket stack local coffee shop school event desk hand outside local school church questions suggestions flyer email josh email address
does any one kno how to speak latin? if you do email me @ mvincent90@yahoo.com? okay heres the scoop. for latin class i have to write a poem.  its on anyone we want.  im doing mine on mike vrabel from the new england patriots.  it has to be four lines nd* i want it to say this:   mike vrabel plays for the patriots.\n                         he is very cute.\n                         he is better than tom brady.\n                         he is good at football.\nits called an armor meus.  ya its stupid but i gotta do it.,3,Education & Reference,one kno speak latin email mvincentyahoocom okay heres scoop latin class write poem anyone want mine mike vrabel new england patriots four lines want say mike vrabel plays patriotsn cuten better tom bradyn good footballnits called armor meus stupid got
pourquoi dit - on de  la boxe qu'elle est un sport noble? ,5,Sports,pourquoi dit boxe quelle est sport noble
"Can you solve this riddle? railroad crossing watch out for the cars, can you spell it without any r's.",3,Education & Reference,solve riddle railroad crossing watch cars spell without
"Words to poem about swinging up so high, nearly touch the sky? Poem goes back 60 to 80 years when read in grade school.",6,Business & Finance,words poem swinging high nearly touch sky poem goes back years read grade school
"Imperfect and Preterite Tense In Spanish? So, in Spanish is imperfect tense something that happened over an extended period of time in the past, while preterite is something that happened and was done with?\n\nSo if I was saying I showered yesterday, would I say,\n\nDuché ayer.\n\nOr if I was saying, I always showered, would i say,\n\nSiempre duchaba.\n\nIs that right or wrong??\n\nAlso, I am showering is ""Soy Duchando"" right?\n\nI am not in Spanish class right now, I am taking Spanish II in college soon and I work with hispanics and want to become a better speaker, so I was just wondering about some stuff! Thanks for any help!\n\nMuchas gracias amigos! :)",0,Society & Culture,imperfect preterite tense spanish spanish imperfect tense something happened extended period time past preterite something happened done withnnso saying showered yesterday would saynnduch ayernnor saying always showered would saynnsiempre duchabannis right wrongnnalso showering soy duchando rightnni spanish class right taking spanish college soon work hispanics want become better speaker wondering stuff thanks helpnnmuchas gracias amigos
"isn't everything here being screened by the NSA ? ...If everything is being screened doesent this make your responses less expressive or what ? I think I will leave this medium and just review the answers that you all post...\nkind of like attending an anonmynity meeting just to ""ear-hustle""...  \n\nPeace.",9,Politics & Government,isnt everything screened nsa everything screened doesent make responses less expressive think leave medium review answers postnkind like attending anonmynity meeting earhustle nnpeace
please kindly what was cross wars and between what country and what date . best wishes.+? ,9,Politics & Government,please kindly cross wars country date best wishes
Are there any single attractive Catholic guys in Charlotte? ,0,Society & Culture,single attractive catholic guys charlotte
what the the best workout for buns? and that actually works?!?!? ,2,Health,best workout buns actually works
is there any one who want to become a teacher? hai i just completed my engineering degree.i got a job in software.and so many of my friends got jobs in diffrent fields and some went for higher studies in managment.but i never saw a person who want to become a teacher or professor.i saw some who went for teaching profission because they dont have any other choice.\nso is there any one who want to become a teacher?,3,Education & Reference,one want become teacher hai completed engineering degreei got job softwareand many friends got jobs diffrent fields went higher studies managmentbut never saw person want become teacher professori saw went teaching profission dont choicenso one want become teacher
Would you call 'RAP' music? Rap has been around for a long time.  Do you consider this music?,7,Entertainment & Music,would call rap music rap around long time consider music
does anyone know 5 poems by jenneifer Hacth? ,3,Education & Reference,anyone know poems jenneifer hacth
I need to know how to get my julvenelle records? ,9,Politics & Government,need know get julvenelle records
did michigan make the tournament? ,5,Sports,michigan make tournament
"sleeping disorder, please suggest medicine? ",2,Health,sleeping disorder please suggest medicine
How can I find what a pill is. The label is m522 on the pill. Any ideas? ,1,Science & Mathematics,find pill label pill ideas
You get 2 points if u get this right what am i? i am in a car but not a toyota\ni am in the air but not atmosphere\ni am in frogs but not amphibians \nwhat am i???,6,Business & Finance,get points get right car toyotani air atmosphereni frogs amphibians nwhat
"my questionis regarding my yahoo mail ,when i try tocompose a message the box to compose does not appear.help? ",4,Computers & Internet,questionis regarding yahoo mail try tocompose message box compose appearhelp
Any creatvie ideas on how to make my wedding dinner special and INEXPENSIVE?? ,8,Family & Relationships,creatvie ideas make wedding dinner special inexpensive
whats inside the bermuda triangle? 100 point for you who can answer this? ,0,Society & Culture,whats inside bermuda triangle point answer
"Ok, who in Britain is still up ?? Where u all from? ",7,Entertainment & Music,britain still
